OPLAN_ID,ORG_ID,COMPONENT_ID,START_CDAY,ATTRIBUTE_NAME,END_CDAY,ATTRIBUTE_VALUE
093FF,37-TRANSGP,37-TRANSGP,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,37-TRANSGP,37-TRANSGP,100,ACTIVITY_TYPE,165,Stand-Down
093FF,37-TRANSGP,37-TRANSGP,0,OPTEMPO,75,Low
093FF,37-TRANSGP,37-TRANSGP,75,OPTEMPO,100,High
093FF,37-TRANSGP,37-TRANSGP,100,OPTEMPO,165,Low
093FF,372-CGO-TRANSCO,372-CGO-TRANSCO,0,LOCATION,45,KONUKCU
093FF,372-CGO-TRANSCO,372-CGO-TRANSCO,45,LOCATION,165,KONUKCU
093FF,372-CGO-TRANSCO,372-CGO-TRANSCO,0,ACTIVITY_TYPE,45,Deployment
093FF,372-CGO-TRANSCO,372-CGO-TRANSCO,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,372-CGO-TRANSCO,372-CGO-TRANSCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,372-CGO-TRANSCO,372-CGO-TRANSCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,372-CGO-TRANSCO,372-CGO-TRANSCO,0,OPTEMPO,45,Low
093FF,372-CGO-TRANSCO,372-CGO-TRANSCO,45,OPTEMPO,75,Medium
093FF,372-CGO-TRANSCO,372-CGO-TRANSCO,75,OPTEMPO,100,High
093FF,372-CGO-TRANSCO,372-CGO-TRANSCO,100,OPTEMPO,165,Low
093FF,377-HVY-TRKCO,377-HVY-TRKCO,0,OPTEMPO,45,Low
093FF,377-HVY-TRKCO,377-HVY-TRKCO,45,OPTEMPO,75,Medium
093FF,377-HVY-TRKCO,377-HVY-TRKCO,75,OPTEMPO,100,High
093FF,377-HVY-TRKCO,377-HVY-TRKCO,100,OPTEMPO,165,Low
093FF,377-HVY-TRKCO,377-HVY-TRKCO,0,LOCATION,45,HILVAN
093FF,377-HVY-TRKCO,377-HVY-TRKCO,45,LOCATION,165,HILVAN
093FF,377-HVY-TRKCO,377-HVY-TRKCO,0,ACTIVITY_TYPE,45,Deployment
093FF,377-HVY-TRKCO,377-HVY-TRKCO,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,377-HVY-TRKCO,377-HVY-TRKCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,377-HVY-TRKCO,377-HVY-TRKCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,4-1-FABN,4-1-FABN,0,LOCATION,14,RUINS
093FF,4-1-FABN,4-1-FABN,14,LOCATION,165,RUINS
093FF,4-1-FABN,4-1-FABN,0,ACTIVITY_TYPE,14,Deployment
093FF,4-1-FABN,4-1-FABN,14,ACTIVITY_TYPE,75,Employment-Defensive
093FF,4-1-FABN,4-1-FABN,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,4-1-FABN,4-1-FABN,100,ACTIVITY_TYPE,165,Stand-Down
093FF,4-1-FABN,4-1-FABN,0,OPTEMPO,14,Low
093FF,4-1-FABN,4-1-FABN,14,OPTEMPO,75,Medium
093FF,4-1-FABN,4-1-FABN,75,OPTEMPO,100,High
093FF,4-1-FABN,4-1-FABN,100,OPTEMPO,165,Low
093FF,4-27-FABN,4-27-FABN,0,LOCATION,10,RUINS
093FF,4-27-FABN,4-27-FABN,10,LOCATION,165,RUINS
093FF,4-27-FABN,4-27-FABN,0,ACTIVITY_TYPE,10,Deployment
093FF,4-27-FABN,4-27-FABN,10,ACTIVITY_TYPE,75,Employment-Defensive
093FF,4-27-FABN,4-27-FABN,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,4-27-FABN,4-27-FABN,100,ACTIVITY_TYPE,165,Stand-Down
093FF,4-27-FABN,4-27-FABN,0,OPTEMPO,10,Low
093FF,4-27-FABN,4-27-FABN,10,OPTEMPO,75,Medium
093FF,4-27-FABN,4-27-FABN,75,OPTEMPO,100,High
093FF,4-27-FABN,4-27-FABN,100,OPTEMPO,165,Low
093FF,40-ENGBN,40-ENGBN,0,LOCATION,10,RUINS
093FF,40-ENGBN,40-ENGBN,10,LOCATION,165,RUINS
093FF,40-ENGBN,40-ENGBN,0,ACTIVITY_TYPE,10,Deployment
093FF,40-ENGBN,40-ENGBN,10,ACTIVITY_TYPE,75,Employment-Defensive
093FF,40-ENGBN,40-ENGBN,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,40-ENGBN,40-ENGBN,100,ACTIVITY_TYPE,165,Stand-Down
093FF,40-ENGBN,40-ENGBN,0,OPTEMPO,10,Low
093FF,40-ENGBN,40-ENGBN,10,OPTEMPO,75,Medium
093FF,40-ENGBN,40-ENGBN,75,OPTEMPO,100,High
093FF,40-ENGBN,40-ENGBN,100,OPTEMPO,165,Low
093FF,41-FABDE,41-FABDE,0,LOCATION,60,SANLIURFA
093FF,41-FABDE,41-FABDE,60,LOCATION,165,SANLIURFA
093FF,41-FABDE,41-FABDE,0,ACTIVITY_TYPE,60,Deployment
093FF,41-FABDE,41-FABDE,60,ACTIVITY_TYPE,75,Employment-Defensive
093FF,41-FABDE,41-FABDE,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,41-FABDE,41-FABDE,100,ACTIVITY_TYPE,165,Stand-Down
093FF,41-FABDE,41-FABDE,0,OPTEMPO,60,Low
093FF,41-FABDE,41-FABDE,60,OPTEMPO,75,Medium
093FF,41-FABDE,41-FABDE,75,OPTEMPO,100,High
093FF,41-FABDE,41-FABDE,100,OPTEMPO,165,Low
093FF,41-POL-TRKCO,41-POL-TRKCO,0,OPTEMPO,45,Low
093FF,41-POL-TRKCO,41-POL-TRKCO,45,OPTEMPO,75,Medium
093FF,41-POL-TRKCO,41-POL-TRKCO,75,OPTEMPO,100,High
093FF,41-POL-TRKCO,41-POL-TRKCO,100,OPTEMPO,165,Low
093FF,41-POL-TRKCO,41-POL-TRKCO,0,LOCATION,45,HILVAN
093FF,41-POL-TRKCO,41-POL-TRKCO,45,LOCATION,165,HILVAN
093FF,41-POL-TRKCO,41-POL-TRKCO,0,ACTIVITY_TYPE,45,Deployment
093FF,41-POL-TRKCO,41-POL-TRKCO,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,41-POL-TRKCO,41-POL-TRKCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,41-POL-TRKCO,41-POL-TRKCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,416-POL-TRKCO,416-POL-TRKCO,0,LOCATION,75,SIVAREK
093FF,416-POL-TRKCO,416-POL-TRKCO,75,LOCATION,165,SIVAREK
093FF,416-POL-TRKCO,416-POL-TRKCO,0,ACTIVITY_TYPE,75,Deployment
093FF,416-POL-TRKCO,416-POL-TRKCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,416-POL-TRKCO,416-POL-TRKCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,416-POL-TRKCO,416-POL-TRKCO,0,OPTEMPO,75,Low
093FF,416-POL-TRKCO,416-POL-TRKCO,75,OPTEMPO,100,High
093FF,416-POL-TRKCO,416-POL-TRKCO,100,OPTEMPO,165,Low
093FF,452-ORDCO,452-ORDCO,0,OPTEMPO,45,Low
093FF,452-ORDCO,452-ORDCO,45,OPTEMPO,75,Medium
093FF,452-ORDCO,452-ORDCO,75,OPTEMPO,100,High
093FF,452-ORDCO,452-ORDCO,100,OPTEMPO,165,Low
093FF,452-ORDCO,452-ORDCO,0,LOCATION,45,HILVAN
093FF,452-ORDCO,452-ORDCO,45,LOCATION,165,HILVAN
093FF,452-ORDCO,452-ORDCO,0,ACTIVITY_TYPE,45,Deployment
093FF,452-ORDCO,452-ORDCO,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,452-ORDCO,452-ORDCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,452-ORDCO,452-ORDCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,47-FSB,47-FSB,0,LOCATION,10,RUINS
093FF,47-FSB,47-FSB,10,LOCATION,165,RUINS
093FF,47-FSB,47-FSB,0,ACTIVITY_TYPE,10,Deployment
093FF,47-FSB,47-FSB,10,ACTIVITY_TYPE,75,Employment-Defensive
093FF,47-FSB,47-FSB,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,47-FSB,47-FSB,100,ACTIVITY_TYPE,165,Stand-Down
093FF,47-FSB,47-FSB,0,OPTEMPO,10,Low
093FF,47-FSB,47-FSB,10,OPTEMPO,75,Medium
093FF,47-FSB,47-FSB,75,OPTEMPO,100,High
093FF,47-FSB,47-FSB,100,OPTEMPO,165,Low
093FF,485-CSB,485-CSB,0,LOCATION,45,KONUKCU
093FF,485-CSB,485-CSB,45,LOCATION,165,KONUKCU
093FF,485-CSB,485-CSB,0,ACTIVITY_TYPE,45,Deployment
093FF,485-CSB,485-CSB,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,485-CSB,485-CSB,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,485-CSB,485-CSB,100,ACTIVITY_TYPE,165,Stand-Down
093FF,485-CSB,485-CSB,0,OPTEMPO,45,Low
093FF,485-CSB,485-CSB,45,OPTEMPO,75,Medium
093FF,485-CSB,485-CSB,75,OPTEMPO,100,High
093FF,485-CSB,485-CSB,100,OPTEMPO,165,Low
093FF,5-CORPS,5-CORPS,0,LOCATION,10,DIYARBAKIR
093FF,5-CORPS,5-CORPS,10,LOCATION,165,DIYARBAKIR
093FF,5-CORPS,5-CORPS,0,ACTIVITY_TYPE,10,Deployment
093FF,5-CORPS,5-CORPS,10,ACTIVITY_TYPE,75,Employment-Defensive
093FF,5-CORPS,5-CORPS,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,5-CORPS,5-CORPS,100,ACTIVITY_TYPE,165,Stand-Down
093FF,5-CORPS,5-CORPS,0,OPTEMPO,10,Low
093FF,5-CORPS,5-CORPS,10,OPTEMPO,75,Medium
093FF,5-CORPS,5-CORPS,75,OPTEMPO,100,High
093FF,5-CORPS,5-CORPS,100,OPTEMPO,165,Low
093FF,5-CORPS-ARTY,5-CORPS-ARTY,0,LOCATION,60,SANLIURFA
093FF,5-CORPS-ARTY,5-CORPS-ARTY,60,LOCATION,165,SANLIURFA
093FF,5-CORPS-ARTY,5-CORPS-ARTY,0,ACTIVITY_TYPE,60,Deployment
093FF,5-CORPS-ARTY,5-CORPS-ARTY,60,ACTIVITY_TYPE,75,Employment-Defensive
093FF,5-CORPS-ARTY,5-CORPS-ARTY,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,5-CORPS-ARTY,5-CORPS-ARTY,100,ACTIVITY_TYPE,165,Stand-Down
093FF,5-CORPS-ARTY,5-CORPS-ARTY,0,OPTEMPO,60,Low
093FF,5-CORPS-ARTY,5-CORPS-ARTY,60,OPTEMPO,75,Medium
093FF,5-CORPS-ARTY,5-CORPS-ARTY,75,OPTEMPO,100,High
093FF,5-CORPS-ARTY,5-CORPS-ARTY,100,OPTEMPO,165,Low
093FF,5-CORPS-REAR,5-CORPS-REAR,0,LOCATION,30,SANLIURFA
093FF,5-CORPS-REAR,5-CORPS-REAR,30,LOCATION,165,SANLIURFA
093FF,5-CORPS-REAR,5-CORPS-REAR,0,ACTIVITY_TYPE,30,Deployment
093FF,5-CORPS-REAR,5-CORPS-REAR,30,ACTIVITY_TYPE,75,Employment-Defensive
093FF,5-CORPS-REAR,5-CORPS-REAR,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,5-CORPS-REAR,5-CORPS-REAR,100,ACTIVITY_TYPE,165,Stand-Down
093FF,5-CORPS-REAR,5-CORPS-REAR,0,OPTEMPO,30,Low
093FF,5-CORPS-REAR,5-CORPS-REAR,30,OPTEMPO,75,Medium
093FF,5-CORPS-REAR,5-CORPS-REAR,75,OPTEMPO,100,High
093FF,5-CORPS-REAR,5-CORPS-REAR,100,OPTEMPO,165,Low
093FF,5-MAINTCO,5-MAINTCO,0,LOCATION,75,SIVAREK
093FF,5-MAINTCO,5-MAINTCO,75,LOCATION,165,SIVAREK
093FF,5-MAINTCO,5-MAINTCO,0,ACTIVITY_TYPE,75,Deployment
093FF,5-MAINTCO,5-MAINTCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,5-MAINTCO,5-MAINTCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,5-MAINTCO,5-MAINTCO,0,OPTEMPO,75,Low
093FF,5-MAINTCO,5-MAINTCO,75,OPTEMPO,100,High
093FF,5-MAINTCO,5-MAINTCO,100,OPTEMPO,165,Low
093FF,501-FSB,501-FSB,0,LOCATION,10,RUINS
093FF,501-FSB,501-FSB,10,LOCATION,165,RUINS
093FF,501-FSB,501-FSB,0,ACTIVITY_TYPE,10,Deployment
093FF,501-FSB,501-FSB,10,ACTIVITY_TYPE,75,Employment-Defensive
093FF,501-FSB,501-FSB,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,501-FSB,501-FSB,100,ACTIVITY_TYPE,165,Stand-Down
093FF,501-FSB,501-FSB,0,OPTEMPO,10,Low
093FF,501-FSB,501-FSB,10,OPTEMPO,75,Medium
093FF,501-FSB,501-FSB,75,OPTEMPO,100,High
093FF,501-FSB,501-FSB,100,OPTEMPO,165,Low
093FF,501-MIBN-CEWI,501-MIBN-CEWI,0,LOCATION,10,VIRANSEHIR
093FF,501-MIBN-CEWI,501-MIBN-CEWI,10,LOCATION,165,VIRANSEHIR
093FF,501-MIBN-CEWI,501-MIBN-CEWI,0,ACTIVITY_TYPE,10,Deployment
093FF,501-MIBN-CEWI,501-MIBN-CEWI,10,ACTIVITY_TYPE,75,Employment-Defensive
093FF,501-MIBN-CEWI,501-MIBN-CEWI,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,501-MIBN-CEWI,501-MIBN-CEWI,100,ACTIVITY_TYPE,165,Stand-Down
093FF,501-MIBN-CEWI,501-MIBN-CEWI,0,OPTEMPO,10,Low
093FF,501-MIBN-CEWI,501-MIBN-CEWI,10,OPTEMPO,75,Medium
093FF,501-MIBN-CEWI,501-MIBN-CEWI,75,OPTEMPO,100,High
093FF,501-MIBN-CEWI,501-MIBN-CEWI,100,OPTEMPO,165,Low
093FF,501-MPCO,501-MPCO,0,LOCATION,10,VIRANSEHIR
093FF,501-MPCO,501-MPCO,10,LOCATION,165,VIRANSEHIR
093FF,501-MPCO,501-MPCO,0,ACTIVITY_TYPE,10,Deployment
093FF,501-MPCO,501-MPCO,10,ACTIVITY_TYPE,75,Employment-Defensive
093FF,501-MPCO,501-MPCO,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,501-MPCO,501-MPCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,501-MPCO,501-MPCO,0,OPTEMPO,10,Low
093FF,501-MPCO,501-MPCO,10,OPTEMPO,75,Medium
093FF,501-MPCO,501-MPCO,75,OPTEMPO,100,High
093FF,501-MPCO,501-MPCO,100,OPTEMPO,165,Low
093FF,51-MAINTBN,51-MAINTBN,0,LOCATION,75,SIVAREK
093FF,51-MAINTBN,51-MAINTBN,75,LOCATION,165,SIVAREK
093FF,51-MAINTBN,51-MAINTBN,0,ACTIVITY_TYPE,75,Deployment
093FF,51-MAINTBN,51-MAINTBN,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,51-MAINTBN,51-MAINTBN,100,ACTIVITY_TYPE,165,Stand-Down
093FF,51-MAINTBN,51-MAINTBN,0,OPTEMPO,75,Low
093FF,51-MAINTBN,51-MAINTBN,75,OPTEMPO,100,High
093FF,51-MAINTBN,51-MAINTBN,100,OPTEMPO,165,Low
093FF,51-MDM-TRKCO,51-MDM-TRKCO,0,OPTEMPO,45,Low
093FF,51-MDM-TRKCO,51-MDM-TRKCO,45,OPTEMPO,75,Medium
093FF,51-MDM-TRKCO,51-MDM-TRKCO,75,OPTEMPO,100,High
093FF,51-MDM-TRKCO,51-MDM-TRKCO,100,OPTEMPO,165,Low
093FF,51-MDM-TRKCO,51-MDM-TRKCO,0,LOCATION,45,HILVAN
093FF,51-MDM-TRKCO,51-MDM-TRKCO,45,LOCATION,165,HILVAN
093FF,51-MDM-TRKCO,51-MDM-TRKCO,0,ACTIVITY_TYPE,45,Deployment
093FF,51-MDM-TRKCO,51-MDM-TRKCO,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,51-MDM-TRKCO,51-MDM-TRKCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,51-MDM-TRKCO,51-MDM-TRKCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,512-MAINTCO,512-MAINTCO,0,LOCATION,75,SIVAREK
093FF,512-MAINTCO,512-MAINTCO,75,LOCATION,165,SIVAREK
093FF,512-MAINTCO,512-MAINTCO,0,ACTIVITY_TYPE,75,Deployment
093FF,512-MAINTCO,512-MAINTCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,512-MAINTCO,512-MAINTCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,512-MAINTCO,512-MAINTCO,0,OPTEMPO,75,Low
093FF,512-MAINTCO,512-MAINTCO,75,OPTEMPO,100,High
093FF,512-MAINTCO,512-MAINTCO,100,OPTEMPO,165,Low
093FF,515-POL-TRKCO,515-POL-TRKCO,0,OPTEMPO,45,Low
093FF,515-POL-TRKCO,515-POL-TRKCO,45,OPTEMPO,75,Medium
093FF,515-POL-TRKCO,515-POL-TRKCO,75,OPTEMPO,100,High
093FF,515-POL-TRKCO,515-POL-TRKCO,100,OPTEMPO,165,Low
093FF,515-POL-TRKCO,515-POL-TRKCO,0,LOCATION,45,HILVAN
093FF,515-POL-TRKCO,515-POL-TRKCO,45,LOCATION,165,HILVAN
093FF,515-POL-TRKCO,515-POL-TRKCO,0,ACTIVITY_TYPE,45,Deployment
093FF,515-POL-TRKCO,515-POL-TRKCO,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,515-POL-TRKCO,515-POL-TRKCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,515-POL-TRKCO,515-POL-TRKCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,52-ENGBN-CBTHVY,52-ENGBN-CBTHVY,0,LOCATION,30,SANLIURFA
093FF,52-ENGBN-CBTHVY,52-ENGBN-CBTHVY,30,LOCATION,165,SANLIURFA
093FF,52-ENGBN-CBTHVY,52-ENGBN-CBTHVY,0,ACTIVITY_TYPE,30,Deployment
093FF,52-ENGBN-CBTHVY,52-ENGBN-CBTHVY,30,ACTIVITY_TYPE,75,Employment-Defensive
093FF,52-ENGBN-CBTHVY,52-ENGBN-CBTHVY,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,52-ENGBN-CBTHVY,52-ENGBN-CBTHVY,100,ACTIVITY_TYPE,165,Stand-Down
093FF,52-ENGBN-CBTHVY,52-ENGBN-CBTHVY,0,OPTEMPO,30,Low
093FF,52-ENGBN-CBTHVY,52-ENGBN-CBTHVY,30,OPTEMPO,75,Medium
093FF,52-ENGBN-CBTHVY,52-ENGBN-CBTHVY,75,OPTEMPO,100,High
093FF,52-ENGBN-CBTHVY,52-ENGBN-CBTHVY,100,OPTEMPO,165,Low
093FF,529-ORDCO,529-ORDCO,0,OPTEMPO,45,Low
093FF,529-ORDCO,529-ORDCO,45,OPTEMPO,75,Medium
093FF,529-ORDCO,529-ORDCO,75,OPTEMPO,100,High
093FF,529-ORDCO,529-ORDCO,100,OPTEMPO,165,Low
093FF,529-ORDCO,529-ORDCO,0,LOCATION,45,HILVAN
093FF,529-ORDCO,529-ORDCO,45,LOCATION,165,HILVAN
093FF,529-ORDCO,529-ORDCO,0,ACTIVITY_TYPE,45,Deployment
093FF,529-ORDCO,529-ORDCO,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,529-ORDCO,529-ORDCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,529-ORDCO,529-ORDCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,541-POL-TRKCO,541-POL-TRKCO,0,OPTEMPO,45,Low
093FF,541-POL-TRKCO,541-POL-TRKCO,45,OPTEMPO,75,Medium
093FF,541-POL-TRKCO,541-POL-TRKCO,75,OPTEMPO,100,High
093FF,541-POL-TRKCO,541-POL-TRKCO,100,OPTEMPO,165,Low
093FF,541-POL-TRKCO,541-POL-TRKCO,0,LOCATION,45,HILVAN
093FF,541-POL-TRKCO,541-POL-TRKCO,45,LOCATION,165,HILVAN
093FF,541-POL-TRKCO,541-POL-TRKCO,0,ACTIVITY_TYPE,45,Deployment
093FF,541-POL-TRKCO,541-POL-TRKCO,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,541-POL-TRKCO,541-POL-TRKCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,541-POL-TRKCO,541-POL-TRKCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,561-SSBN,561-SSBN,0,OPTEMPO,45,Low
093FF,561-SSBN,561-SSBN,45,OPTEMPO,75,Medium
093FF,561-SSBN,561-SSBN,75,OPTEMPO,100,High
093FF,561-SSBN,561-SSBN,100,OPTEMPO,165,Low
093FF,561-SSBN,561-SSBN,0,LOCATION,45,HILVAN
093FF,561-SSBN,561-SSBN,45,LOCATION,165,HILVAN
093FF,561-SSBN,561-SSBN,0,ACTIVITY_TYPE,45,Deployment
093FF,561-SSBN,561-SSBN,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,561-SSBN,561-SSBN,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,561-SSBN,561-SSBN,100,ACTIVITY_TYPE,165,Stand-Down
093FF,565-RPRPTCO,565-RPRPTCO,0,OPTEMPO,45,Low
093FF,565-RPRPTCO,565-RPRPTCO,45,OPTEMPO,75,Medium
093FF,565-RPRPTCO,565-RPRPTCO,75,OPTEMPO,100,High
093FF,565-RPRPTCO,565-RPRPTCO,100,OPTEMPO,165,Low
093FF,565-RPRPTCO,565-RPRPTCO,0,LOCATION,45,HILVAN
093FF,565-RPRPTCO,565-RPRPTCO,45,LOCATION,165,HILVAN
093FF,565-RPRPTCO,565-RPRPTCO,0,ACTIVITY_TYPE,45,Deployment
093FF,565-RPRPTCO,565-RPRPTCO,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,565-RPRPTCO,565-RPRPTCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,565-RPRPTCO,565-RPRPTCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,574-SSCO,574-SSCO,0,LOCATION,75,SIVAREK
093FF,574-SSCO,574-SSCO,75,LOCATION,165,SIVAREK
093FF,574-SSCO,574-SSCO,0,ACTIVITY_TYPE,75,Deployment
093FF,574-SSCO,574-SSCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,574-SSCO,574-SSCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,574-SSCO,574-SSCO,0,OPTEMPO,75,Low
093FF,574-SSCO,574-SSCO,75,OPTEMPO,100,High
093FF,574-SSCO,574-SSCO,100,OPTEMPO,165,Low
093FF,584-MAINTCO,584-MAINTCO,0,OPTEMPO,45,Low
093FF,584-MAINTCO,584-MAINTCO,45,OPTEMPO,75,Medium
093FF,584-MAINTCO,584-MAINTCO,75,OPTEMPO,100,High
093FF,584-MAINTCO,584-MAINTCO,100,OPTEMPO,165,Low
093FF,584-MAINTCO,584-MAINTCO,0,LOCATION,45,HILVAN
093FF,584-MAINTCO,584-MAINTCO,45,LOCATION,165,HILVAN
093FF,584-MAINTCO,584-MAINTCO,0,ACTIVITY_TYPE,45,Deployment
093FF,584-MAINTCO,584-MAINTCO,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,584-MAINTCO,584-MAINTCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,584-MAINTCO,584-MAINTCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,588-MAINTCO,588-MAINTCO,0,LOCATION,45,KONUKCU
093FF,588-MAINTCO,588-MAINTCO,45,LOCATION,165,KONUKCU
093FF,588-MAINTCO,588-MAINTCO,0,ACTIVITY_TYPE,45,Deployment
093FF,588-MAINTCO,588-MAINTCO,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,588-MAINTCO,588-MAINTCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,588-MAINTCO,588-MAINTCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,588-MAINTCO,588-MAINTCO,0,OPTEMPO,45,Low
093FF,588-MAINTCO,588-MAINTCO,45,OPTEMPO,75,Medium
093FF,588-MAINTCO,588-MAINTCO,75,OPTEMPO,100,High
093FF,588-MAINTCO,588-MAINTCO,100,OPTEMPO,165,Low
093FF,592-ORDCO,592-ORDCO,0,LOCATION,45,KONUKCU
093FF,592-ORDCO,592-ORDCO,45,LOCATION,165,KONUKCU
093FF,592-ORDCO,592-ORDCO,0,ACTIVITY_TYPE,45,Deployment
093FF,592-ORDCO,592-ORDCO,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,592-ORDCO,592-ORDCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,592-ORDCO,592-ORDCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,592-ORDCO,592-ORDCO,0,OPTEMPO,45,Low
093FF,592-ORDCO,592-ORDCO,45,OPTEMPO,75,Medium
093FF,592-ORDCO,592-ORDCO,75,OPTEMPO,100,High
093FF,592-ORDCO,592-ORDCO,100,OPTEMPO,165,Low
093FF,594-MDM-TRKCO,594-MDM-TRKCO,0,LOCATION,45,KONUKCU
093FF,594-MDM-TRKCO,594-MDM-TRKCO,45,LOCATION,165,KONUKCU
093FF,594-MDM-TRKCO,594-MDM-TRKCO,0,ACTIVITY_TYPE,45,Deployment
093FF,594-MDM-TRKCO,594-MDM-TRKCO,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,594-MDM-TRKCO,594-MDM-TRKCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,594-MDM-TRKCO,594-MDM-TRKCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,594-MDM-TRKCO,594-MDM-TRKCO,0,OPTEMPO,45,Low
093FF,594-MDM-TRKCO,594-MDM-TRKCO,45,OPTEMPO,75,Medium
093FF,594-MDM-TRKCO,594-MDM-TRKCO,75,OPTEMPO,100,High
093FF,594-MDM-TRKCO,594-MDM-TRKCO,100,OPTEMPO,165,Low
093FF,596-MAINTCO,596-MAINTCO,0,LOCATION,45,KONUKCU
093FF,596-MAINTCO,596-MAINTCO,45,LOCATION,165,KONUKCU
093FF,596-MAINTCO,596-MAINTCO,0,ACTIVITY_TYPE,45,Deployment
093FF,596-MAINTCO,596-MAINTCO,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,596-MAINTCO,596-MAINTCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,596-MAINTCO,596-MAINTCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,596-MAINTCO,596-MAINTCO,0,OPTEMPO,45,Low
093FF,596-MAINTCO,596-MAINTCO,45,OPTEMPO,75,Medium
093FF,596-MAINTCO,596-MAINTCO,75,OPTEMPO,100,High
093FF,596-MAINTCO,596-MAINTCO,100,OPTEMPO,165,Low
093FF,597-MAINTCO,597-MAINTCO,0,OPTEMPO,45,Low
093FF,597-MAINTCO,597-MAINTCO,45,OPTEMPO,75,Medium
093FF,597-MAINTCO,597-MAINTCO,75,OPTEMPO,100,High
093FF,597-MAINTCO,597-MAINTCO,100,OPTEMPO,165,Low
093FF,597-MAINTCO,597-MAINTCO,0,LOCATION,45,HILVAN
093FF,597-MAINTCO,597-MAINTCO,45,LOCATION,165,HILVAN
093FF,597-MAINTCO,597-MAINTCO,0,ACTIVITY_TYPE,45,Deployment
093FF,597-MAINTCO,597-MAINTCO,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,597-MAINTCO,597-MAINTCO,75,ACTIVITY_TYPE,100,Employment-CSS
